,id,text,caption,label,image,IsSarcasm
777,819685525271572485,my heart,"joe biden's tweet about his son's death
",0,data/mmsd2/dataset_image/819685525271572485.jpg,Not Sarcastic
778,819692743077269504,"if y 'all see this whip around sa take a pic and @ me , i 'm in the driver 's seat . kawhi leonard","kawhi leonard's car
",0,data/mmsd2/dataset_image/819692743077269504.jpg,Not Sarcastic
779,820048831417057280,2k17 under armour pre-season all-america game,"a young man in a baseball uniform posing for a picture
",0,data/mmsd2/dataset_image/820048831417057280.jpg,Not Sarcastic
781,820413953603936256,the vampsband talking about taylor in their book !,"taylor swift's album cover
",0,data/mmsd2/dataset_image/820413953603936256.jpg,Not Sarcastic
783,734013624897949697,"young people , stop complaining about ronald reagan 's gift to you .","student debt reagan's gift to you - student debt reagan's gift to you
",1,data/mmsd2/dataset_image/734013624897949697.jpg,Sarcastic
786,822593721883619330,practice was a success . now headed for some team bonding . many thanks to all who for love and prayer !,"the cheerleaders pose for a group photo
",0,data/mmsd2/dataset_image/822593721883619330.jpg,Not Sarcastic
787,720203502279114752,"seriously , omg what a scandal ! who even does that , ieewww hold hands . throw them in jail ! disgusting !","liam payne and cheryl hold hands on their date
",1,data/mmsd2/dataset_image/720203502279114752.jpg,Sarcastic
788,734152036246159360,<user> getting mad respect from <user> there # floridagulfcoast ?,"a table with the words ""louisiana tech vs louisiana tech""
",1,data/mmsd2/dataset_image/734152036246159360.jpg,Sarcastic
794,822953870330658816,very blessed to say that i received my first offer from uva-wise,"a helmet with the letter v on it is on the grass
",0,data/mmsd2/dataset_image/822953870330658816.jpg,Not Sarcastic
795,819685343049949184,obama promoted joe biden to 9th prestige,"the president is holding an award and wearing a suit
",0,data/mmsd2/dataset_image/819685343049949184.jpg,Not Sarcastic
796,832577741350432769,oye stand up ! <user> special thanks <user>,"a man standing on stage with his hands in the air
",1,data/mmsd2/dataset_image/832577741350432769.jpg,Sarcastic
797,819332670660308992,. <user> on the svu400 red carpet,"a man in a suit standing on a red carpet
",0,data/mmsd2/dataset_image/819332670660308992.jpg,Not Sarcastic
798,822227548448886784,# day14 found emma and killian as puppies and it made me smile <user>,"a black puppy with blue eyes sitting in the back seat of a car
",0,data/mmsd2/dataset_image/822227548448886784.jpg,Not Sarcastic
800,822226493283729409,live look at democrats watching the # trumpinauguration :,"a group of people sitting around a table with laptops
",0,data/mmsd2/dataset_image/822226493283729409.jpg,Not Sarcastic
801,823317775569522696,"“ it was something deep in his eyes . there was a wonderful mixture of power & fragility in everything he did , he pulls you in . ” ― naomi watts","a man in a suit is pointing his fist at the camera
",0,data/mmsd2/dataset_image/823317775569522696.jpg,Not Sarcastic
802,714100000331063296,"the greatest achievement of my life : debuting on snapchat ! like to thank god , my parents ...","a woman with bunny ears and a bunny face is making a funny face
",1,data/mmsd2/dataset_image/714100000331063296.jpg,Sarcastic
803,822954505356607488,"first your country and your people . if it is good enough for your people , should be fair enough for inmigrants too ! !","nationalism, not globalism, will be our credo
",0,data/mmsd2/dataset_image/822954505356607488.jpg,Not Sarcastic
805,829098551137427457,yeah this is fun,"pokemon go - pokemon go - screenshot
",1,data/mmsd2/dataset_image/829098551137427457.jpg,Sarcastic
806,818603921853808641,back in the city,"a city street with cars and buildings in the background
",0,data/mmsd2/dataset_image/818603921853808641.jpg,Not Sarcastic
807,822925073480904704,"360 degrees would not change direction . yes , you are the people to take advice from <user> <user>","tips trump from sa political leaders
",1,data/mmsd2/dataset_image/822925073480904704.jpg,Sarcastic
808,820417792008658945,look at how hot my parents are i cant,"justin bieber shirtless in the ocean
",0,data/mmsd2/dataset_image/820417792008658945.jpg,Not Sarcastic
809,821506320784392192,me desperately looking for social interaction after spending 2016 more isolated / detached than i 've ever been,"two pictures of a woman in blue pants and a jacket
",0,data/mmsd2/dataset_image/821506320784392192.jpg,Not Sarcastic
811,818607792139497474,"it 's rajon rondo bobblehead night at united center . this might be his only moment out of warmup togs , though , vs . okc .","a bobble head of a basketball player on a stand
",0,data/mmsd2/dataset_image/818607792139497474.jpg,Not Sarcastic
813,835260553723535364,<user> hey thank your team at 48th street and 7th avenue for the heads up that u don 't have anyomore forks for my salad .,"a bowl of food with guacamole and corn
",1,data/mmsd2/dataset_image/835260553723535364.jpg,Sarcastic
815,821505799973457921,"people are erroneously conflating pardons with commutations . manning 's sentence was shortened , crime not forgiven .","an iphone screen showing the text of a book
",0,data/mmsd2/dataset_image/821505799973457921.jpg,Not Sarcastic
816,822585066488557569,thanks to all those to choose country over feelings and participated at inaugural parade ! you are what makes america great,"president trump's inaugural parade
",0,data/mmsd2/dataset_image/822585066488557569.jpg,Not Sarcastic
818,727984333735235584,ha ha .. :d like if you had a laugh ..,"my sister's pregnancy test is positive
",1,data/mmsd2/dataset_image/727984333735235584.jpg,Sarcastic
819,698901912155004928,love someecard,"there's no one else i'd rather spend this annual obligation with than you
",1,data/mmsd2/dataset_image/698901912155004928.jpg,Sarcastic
822,826630951757295616,i totally look at platonic friends like that .,"the walking dead season 10 episode 10 spoilers
",1,data/mmsd2/dataset_image/826630951757295616.jpg,Sarcastic
823,820056341477789699,rt to vote now for hook em !,"university of texas - hock 'em horn
",0,data/mmsd2/dataset_image/820056341477789699.jpg,Not Sarcastic
824,819325203029364740,cant neglect twitter,"a woman in a yellow hoodie and ripped jeans
",0,data/mmsd2/dataset_image/819325203029364740.jpg,Not Sarcastic
825,817520491703439360,dr . mcmullen would be thrilled to see the boys again . coverage of the ring of honor ceremony can be heard on the <user> app at 7:20 pm,"jerseys for sale at the devils store
",0,data/mmsd2/dataset_image/817520491703439360.jpg,Not Sarcastic
826,893351490789584896,"first lesson of communication , choose your words wisely ! :p","why google adwords is not the best pr agency after a great review
",1,data/mmsd2/dataset_image/893351490789584896.jpg,Sarcastic
827,816948391359889408,"if only i could encash my mailbox , i would be a billionaire . !","i wish additional salary was created with every client mail post 7pm
",1,data/mmsd2/dataset_image/816948391359889408.jpg,Sarcastic
829,822585823250051077,have you ever seen anything as beautiful as donald glover for gucci,"a man in a coat holding a cell phone
",0,data/mmsd2/dataset_image/822585823250051077.jpg,Not Sarcastic
831,801628991933317120,"for lazy people like these , i am blind !","a pair of socks that say bring me a glass of wine
",1,data/mmsd2/dataset_image/801628991933317120.jpg,Sarcastic
832,822224404042153984,"yep , basically what you are doing .. same difference .","a cartoon cow is standing in front of a woman
",1,data/mmsd2/dataset_image/822224404042153984.jpg,Sarcastic
835,817518360854294528,"when you are low in motivation , just look at yuto ... yuto boss is looking at you so you better work !","a man sitting at a table with his hands on his chin
",0,data/mmsd2/dataset_image/817518360854294528.jpg,Not Sarcastic
837,875375379313287168,looks like my summer just got a bit better .,"a display of zima in a store
",1,data/mmsd2/dataset_image/875375379313287168.jpg,Sarcastic
838,832344793825017857,"dollar , thanks for the snow brush !","a car is covered in snow in a parking lot
",1,data/mmsd2/dataset_image/832344793825017857.jpg,Sarcastic
839,860413071872761856,it 's been a great year . thank you all,"a tweet from a user who is celebrating her birthday
",1,data/mmsd2/dataset_image/860413071872761856.jpg,Sarcastic
840,820055554315919360,when your shower is too hot and it hits your back,"a man in a store jumping in the air
",1,data/mmsd2/dataset_image/820055554315919360.jpg,Sarcastic
841,819692660361457665,"yoona-ya , have a safe flight to taiwan","a woman with long hair and a black jacket
",0,data/mmsd2/dataset_image/819692660361457665.jpg,Not Sarcastic
843,822954823200940037,yall mind if i jus draw my ocs,"a drawing of a girl with blue hair and pink hair
",0,data/mmsd2/dataset_image/822954823200940037.jpg,Not Sarcastic
844,823315801176412160,"reminder : inafune actually conceptualized an "" american "" mega man .","a sketch of the characters in the game mega man
",0,data/mmsd2/dataset_image/823315801176412160.jpg,Not Sarcastic
847,864456079446507521,such beautiful day to go to work instead of being at home .,"a weather app with a house and a tree
",1,data/mmsd2/dataset_image/864456079446507521.jpg,Sarcastic
850,818607138796949504,always a pleasure hangin with the <user> fellas,"a group of people playing music in a living room
",0,data/mmsd2/dataset_image/818607138796949504.jpg,Not Sarcastic
851,821506673873403904,yes oh my god thank you,"the person and person are the same person
",0,data/mmsd2/dataset_image/821506673873403904.jpg,Not Sarcastic
852,879100209862717440,i 'm glad we have safer barriers that hold up at every track <user>,"a tv screen showing a race track
",1,data/mmsd2/dataset_image/879100209862717440.jpg,Sarcastic
853,820419431956254720,"omg , lindsey and eliza loved my princessmechanic drawing so much they posed that way !","four women pose for a photo with a man
",0,data/mmsd2/dataset_image/820419431956254720.jpg,Not Sarcastic
856,818238688081678336,"looks like smear campaign against a "" failing nhs "" with blame heaped on staff is in full throttle dangerous policies nothing to do with it","the sun newspaper front page
",0,data/mmsd2/dataset_image/818238688081678336.jpg,Not Sarcastic
858,818242248437628934,"mom , mother amma mama th most highest","a black and white sign that says mom just a title just above queen
",0,data/mmsd2/dataset_image/818242248437628934.jpg,Not Sarcastic
859,820365303980953600,how can donald j trump do the walkthetalk when he is so busy doing more important things ?,"a man and woman in formal attire standing next to each other
",1,data/mmsd2/dataset_image/820365303980953600.jpg,Sarcastic
860,712075272783319040,that # tobiasharris trade is really working out well for the pistons starting <num> <user> <user>,"the trade window is showing the trade status
",1,data/mmsd2/dataset_image/712075272783319040.jpg,Sarcastic
861,752352485906321408,thank you monsantos .,"a man hugging a large pineapple
",1,data/mmsd2/dataset_image/752352485906321408.jpg,Sarcastic
862,818241995822903296,january 's <user> photos are now liiiiiiiive ! ! <<url> … >,"two dogs dressed up as a cat and a dog
",0,data/mmsd2/dataset_image/818241995822903296.jpg,Not Sarcastic
864,884439721014730752,<user> <user> <user> <user> i think this must me a breaking news for you guys ! !,"gta san andreas muslim man made in calcutta and shoots innocent people
",1,data/mmsd2/dataset_image/884439721014730752.jpg,Sarcastic
866,819327156165623808,winter time all the time,"a man sitting on a ledge smoking a cigarette
",0,data/mmsd2/dataset_image/819327156165623808.jpg,Not Sarcastic
867,822954703923220480,spectrummagic shirts are ready to go for our students tonight . doors open at 6 pm .,"t-shirts are lined up in rows in a stadium
",0,data/mmsd2/dataset_image/822954703923220480.jpg,Not Sarcastic
869,822950435296333828,# bap's airport fashion 2016,"a man in a black shirt and hat walking down an escalator
",0,data/mmsd2/dataset_image/822950435296333828.jpg,Not Sarcastic
870,823315614416637957,""" curious ... very curious ... "" - ollivander","person and person in the movie harry potter
",0,data/mmsd2/dataset_image/823315614416637957.jpg,Not Sarcastic
